roles,companies,locations,experience,skills,Dates,PresentDate,salary
API Security tooling - A2CW/Consultant Specialist,Hsbc,Pune,6-10 Yrs,spring bootHibernateArchitectureAgile scrumAnalyticalPostgresqlInfrastructure developmentjenkins,2 Days Ago,24-11-2024,Not disclosed
Guest Service Associate- Front Office,IHG Hotels & Resorts,Mumbai,1-5 Yrs,front deskguest serviceback office operationsadministrationback officecustomer servicereceptionist activitiesguest handling,4 Days Ago,24-11-2024,Not disclosed
Guest Service Associate- Housekeeping,IHG Hotels & Resorts,Mumbai,2-5 Yrs,guest servicebanquetsguest handlingsteward activitieshousekeepingguest relationscaptainingbartending,4 Days Ago,24-11-2024,Not disclosed
Guest Service associate- F & B Service,IHG Hotels & Resorts,Mumbai,2-5 Yrs,guest servicebanquetsreliabilityguest handlingsteward activitiesbillingguest relationscaptaining,4 Days Ago,24-11-2024,Not disclosed
F & B Executive,IHG Hotels & Resorts,Mumbai,4-11 Yrs,banquetsfood and beveragesteward activitiesguest relationsqsrbartendingcaptainingbeverage,4 Days Ago,24-11-2024,Not disclosed
Restaurant Manager,IHG Hotels & Resorts,Mumbai,5-12 Yrs,banquetsteam managementcustomer servicecustomer complaintsteam handlingtraininginventorysafety regulations,4 Days Ago,24-11-2024,Not disclosed
Visa Sale,VFS Global,"Mumbai, Ahmedabad",1-3 Yrs,Visa KnowledgeSales,2 Days Ago,24-11-2024,1.25-3 Lacs PA
Commercial & Contracting Executive,Kesari Tours,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",5-10 Yrs,Commercial ContractsHotel ContractingSupplier ManagementNegotiationSupplier Relationship ManagementAirlinesContract ManagementPricing,2 Days Ago,24-11-2024,3-8 Lacs PA
F&B Supervisor,IHG Hotels & Resorts,Mumbai,2-8 Yrs,guest servicebanquetsfood and beverageguest handlingsteward activitiesguest relationsbartendingcaptaining,4 Days Ago,24-11-2024,Not disclosed
Assistant Manager Credit Services,Hsbc,Mumbai,1-12 Yrs,Relationship managementHousekeepingLoansCollateral managementOperational riskMISCustomer serviceContinuous improvement,4 Days Ago,24-11-2024,Not disclosed
Commis,IHG Hotels & Resorts,Mumbai,4-5 Yrs,cakephpbakeryfood productioncommisitalianconticontinental cuisinechinese,4 Days Ago,24-11-2024,Not disclosed
Bakery Chef,Cloud kitchen,Navi Mumbai,3-6 Yrs,BakeryCdpBaking,2 Days Ago,24-11-2024,2-4 Lacs PA
Asst . Studio Manager,Ayam Yoga,Mumbai(Juhu),2-5 Yrs,yogaHospitalityCustomer Servicefitnesshealth industryManagementAssistanceHealth,2 Days Ago,24-11-2024,2.25-3.75 Lacs PA
Manager Credit Services,Hsbc,Mumbai,1-9 Yrs,Relationship managementHousekeepingLoansCollateral managementOperational riskMISCustomer serviceContinuous improvement,3 Days Ago,24-11-2024,Not disclosed
Chef De Partie/ Demi Chef De Partie,IHG Hotels & Resorts,Mumbai,4-10 Yrs,banquetsfood productioncommisitalianmexicancdpcontichinese,4 Days Ago,24-11-2024,Not disclosed
Assistant Manager - Collateral Management,Hsbc,Mumbai,3-6 Yrs,Relationship managementHousekeepingLoansCollateral managementOperational riskMISCustomer serviceContinuous improvement,4 Days Ago,24-11-2024,Not disclosed
Chef de Cuisine,IHG Hotels & Resorts,Mumbai,12-14 Yrs,food productioncustomer servicecommisthaitrainingchinesemenu planningbeverage,4 Days Ago,24-11-2024,Not disclosed
AVP Credit Services,Hsbc,Mumbai,6-16 Yrs,Relationship managementHousekeepingLoansCollateral managementOperational riskMISCustomer serviceContinuous improvement,4 Days Ago,24-11-2024,Not disclosed
Sales Manager,IHG Hotels & Resorts,Mumbai,12-14 Yrs,performance monitoringcustomer relationshipteam managementchannel salesbusiness developmentcorporate salessalessales and marketing,4 Days Ago,24-11-2024,Not disclosed
Asst. Manager Engineering,IHG Hotels & Resorts,Mumbai,10-12 Yrs,project managementbalance sheetquality controlpreventive maintenancefinal qualitytrainingengineering managementengineering,4 Days Ago,24-11-2024,Not disclosed
Personal Assistant To Managing Director,Sahil Star LLP,"Mumbai Suburban, Mumbai (All Areas)",2-3 Yrs,PATravel ArrangementsPersonal AssistanceSecretarial OperationsTravelManagementAssistanceDirect,5 Days Ago,24-11-2024,2.5-2.75 Lacs PA
Omni Sport Leader - Running,DECATHLON Sports,"Mumbai, Navi Mumbai",1-4 Yrs,Site managementSalesInchargeMerchandising strategiesHP data protectorVisual MerchandisingProduct salesManagement,6 Days Ago,24-11-2024,Not disclosed
Beautician Trainer,Lara Beauty Saloon And Academy,Mumbai Suburban,0-5 Yrs,Hair CareBeautician ActivitiesTraining,3 Days Ago,24-11-2024,1.2-1.44 Lacs PA
Associate Corporate and Structured Finance,Hsbc,Mumbai,1-4 Yrs,Transaction servicesStructured financeAnti money launderingCorporate financeCredit analysisCorporate advisoryInvestment bankingFinancial modelling,4 Days Ago,24-11-2024,Not disclosed
Omni Sport Leader,DECATHLON Sports,Mumbai,1-5 Yrs,Site managementSalesInchargeMerchandising strategiesPayment processingHP data protectorVisual MerchandisingProduct sales,6 Days Ago,24-11-2024,Not disclosed
Sr. Executive Customer Relation ( Diamond Jewellery ) US Shift,Events & Exhibition,Mumbai,4-6 Yrs,client relationship managementOnline Jewellery MarketingOrder managementCustomer RelationsRelationship managementOrder fulfillmentClient relationshipClient,5 Days Ago,24-11-2024,Not disclosed
Associate D&T Quality Engineer,General Mills,Mumbai,3-5 Yrs,SAPCodingWeb developmentJavascriptHTMLHTTPSeleniumTroubleshooting,6 Days Ago,24-11-2024,Not disclosed
Assistant Manager Customer Service,Hsbc,Mumbai,1-3 Yrs,Root cause analysisAssistant Manager Customer ServiceInterpersonal skillsProject managementAnalyticalService industryBankingCustomer service,5 Days Ago,24-11-2024,Not disclosed
Store Manager - Coach,GLF Lifestyl Brand Pvt.Lt,Mumbai,5-10 Yrs,soft skillsbehavioural traininganalyticalcorporate trainingpresentation skillsteachingtrainingmentoring,5 Days Ago,24-11-2024,10-18 Lacs PA
AVP INM GPS Technology Engineering,Hsbc,Mumbai,2-3 Yrs,Relationship managementPMPBfsiWANXMLLANWorkflowOracle,5 Days Ago,24-11-2024,Not disclosed
"Assistant Manager Operations, DCC - FTC 12 Months",Hsbc,Mumbai,2-11 Yrs,Assistant Manager OperationsTradeService levelOperational riskClient servicingRelationshipFund administrationTransaction processing,5 Days Ago,24-11-2024,Not disclosed
Manager Financial Control,Hsbc,Mumbai,2-10 Yrs,Cycle time reductionInterpersonal skillsOperational riskComplianceRegulatory reportingAccountingAnalyticalBanking,5 Days Ago,24-11-2024,Not disclosed
Regional Service Executive,Flex,Mumbai,7-8 Yrs,Capacity managementHealth insuranceWork managementDiversity and InclusionFlexService ExecutiveTroubleshootingOperations,5 Days Ago,24-11-2024,Not disclosed
Airlines Sales Manager,Travel & Tourism,Mumbai,8-12 Yrs,Airlines Salessales strategiesRelationship ManagementBusiness DevelopmentAirlines Sales ManagerSales PromotionSales PromotionsManagement,5 Days Ago,24-11-2024,Not disclosed
International Relationship Manager,Hsbc,Mumbai,4-8 Yrs,Client handlingUsageFinanceAnti money launderingRelationshipBankingbanking productsBusiness banking,5 Days Ago,24-11-2024,Not disclosed
Manager Sales and Distribution - GCB 6/7 Pan India Pipeline role,Hsbc,Mumbai,6-10 Yrs,PenetrationSalesPersonal bankingNetworkingBusiness expansionMutual fundsResourcingAnti money laundering,5 Days Ago,24-11-2024,Not disclosed
Manager Sales & Distribution,Hsbc,Mumbai,6-10 Yrs,PenetrationSalesPersonal bankingNetworkingBusiness expansionMutual fundsAnti money launderingBanking,5 Days Ago,24-11-2024,Not disclosed
Assistant Manager Sales Support,Hsbc,Mumbai,6-8 Yrs,UsageSales planningProcess improvementBankingCredit cardsManagementResource managementAssistant Manager Sales Support,5 Days Ago,24-11-2024,Not disclosed
Sr. D&T Process Automation Engineer,General Mills,Mumbai,8-12 Yrs,Process automationSupply chainBusiness processAutomationERPSAPXMLJavascript,6 Days Ago,24-11-2024,Not disclosed
India Foods_Consumer & Market Intelligence Manager_Mumbai,General Mills,Mumbai,3-5 Yrs,AnalystRetailB2BQuantitative researchMarket intelligencePackagingFMCGManagement,6 Days Ago,24-11-2024,Not disclosed
India Foods_Territory Sales Officer_Bakery_Kolhapur,General Mills,Mumbai,2-3 Yrs,Analytical skillsAdministrationInterpersonal skillsSalesArea salesTerritory salesCateringCost,6 Days Ago,24-11-2024,Not disclosed
Associate - Accounts Payable @ Croma (A TATA Enterprise),Croma,Mumbai,3-8 Yrs,Vendor PaymentsInvoice Processingrent invoiceReconciliationAccounts PayableSAPInvoicingVendor,5 Days Ago,24-11-2024,Not disclosed
Regional Customer Relationship Assistant Manager,MALABAR GOLD & DIAMONDS,Mumbai(Andheri MIDC),3-5 Yrs,Sales ProcessSalesNet Promoter ScoreBusiness DevelopmentCSAT.NetCustomer relationshipDevelopment,6 Days Ago,24-11-2024,Not disclosed
Scientist I,General Mills,Mumbai,4-6 Yrs,Supply chainStatistical programmingAdministrationData analysisMinitabSASMarket intelligencePackaging,6 Days Ago,24-11-2024,Not disclosed
Scientist-I,General Mills,Mumbai,4-6 Yrs,Supply chainNutritionFood technologyPackagingMarket researchLife sciencesHTTPContinuous improvement,6 Days Ago,24-11-2024,Not disclosed
Sr Executive - A/R & Trade,General Mills,Mumbai,3-5 Yrs,Supply chainTradeSAPClaimsMarket intelligenceCustomer supportMS OfficeContinuous improvement,6 Days Ago,24-11-2024,Not disclosed
Assistant Manager - Sales Strategy & Intelligence,General Mills,Mumbai,1-8 Yrs,Supply chainData analysisAutomationProcess planningProject managementAnalyticalResource allocationStakeholder management,6 Days Ago,24-11-2024,Not disclosed
"Sr. Business Analyst, Workforce Planning",General Mills,Mumbai,3-6 Yrs,Supply chainData analysisApplication supportBusiness AnalystBusiness planningData qualityTroubleshootingContinuous improvement,6 Days Ago,24-11-2024,Not disclosed
Sr. Business Analyst - Sales Strategy & Intelligence,General Mills,Mumbai,3-6 Yrs,Supply chainBusiness analysisTrade financeProject managementAnalyticalData qualityCompetitive intelligenceContinuous improvement,6 Days Ago,24-11-2024,Not disclosed
LRC Regulatory Affairs Leader,General Mills,Mumbai,5-7 Yrs,Supply chainNutritionMarket intelligenceRegulatory complianceFood safetyMS OfficeRegulatory affairsconsumer goods,6 Days Ago,24-11-2024,Not disclosed
PROJECT MANAGER,LOreal,Mumbai,5-10 Yrs,Data analysisPMPPharmaHealthcareLife sciencesApplication developmentStakeholder managementInformation technology,6 Days Ago,24-11-2024,Not disclosed
Executive SC Accounting,General Mills,Mumbai,1-6 Yrs,Supply chainBusiness processSAPProcess improvementAssistant Manager ProcessCustomer serviceMS OfficeAnalytics,6 Days Ago,24-11-2024,Not disclosed
Sr. Business Financial Analyst,General Mills,Mumbai,4-8 Yrs,Supply chainAnalyticalLitigationBillingMarket intelligenceHTTPBusiness strategyStakeholder management,6 Days Ago,24-11-2024,Not disclosed
Sr Financial Analyst (Treasury),General Mills,Mumbai,4-8 Yrs,Supply chainData analysisSAPTreasury managementExcelExternal auditBack officeCorporate finance,6 Days Ago,24-11-2024,Not disclosed
Scientist II,General Mills,Mumbai,4-10 Yrs,Supply chainConsumer researchConsultingMarket intelligencePackagingMarket researchLife sciencesBiochemistry,6 Days Ago,24-11-2024,Not disclosed
Sr. Analyst - Central Forecast Team,General Mills,Mumbai,7-9 Yrs,Supply chainClaimsMarket intelligenceHTTPCustomer serviceBudgetingContinuous improvementForecasting,6 Days Ago,24-11-2024,Not disclosed
Sr. Financial Analyst,General Mills,Mumbai,6-9 Yrs,Supply chainDepreciationSAPFinancial reportingCMAMarket intelligenceFinancial AnalystForecasting,6 Days Ago,24-11-2024,Not disclosed
Business Systems Analyst,General Mills,Mumbai,2-10 Yrs,Supply chainAdministrationConsultingMarket intelligenceJavascriptHTTPDocument managementContinuous improvement,6 Days Ago,24-11-2024,Not disclosed
Manager - Digital Solutions,General Mills,Mumbai,15-16 Yrs,Supply chainBusiness processPerformance managementMarket intelligencePackagingHTTPInformation technologySQL,6 Days Ago,24-11-2024,Not disclosed
AM - Retail Ops,Adidas,Mumbai,5-11 Yrs,RetailSalesTalent acquisitionBack officeRetail operationsDmsMerchandisingSCM,6 Days Ago,24-11-2024,Not disclosed
Weekend - Retail Store Executive - Maharashtra,2coms,Mumbai,0-5 Yrs,bpotradingfreelancingcomputer operatinginventory controlstoresback officecustomer service,10 Days Ago,24-11-2024,Not disclosed
Clubhouse Attendant,Zolostays,Mumbai,0-3 Yrs,Waste managementBasicChemicalWindowsRoomManagementMicrosoft Windows,6 Days Ago,24-11-2024,Not disclosed
Jr Executive Merchandiser (0-3 years) @ Bengaluru,Shahi,Bangalore/Bengaluru(Arekere +1),0-3 Yrs,Product DevelopmentknitsProductionSamplingFabricDevelopmentMerchandising,30 Days Ago,24-11-2024,Not disclosed
Corporate Communications Officer,MALABAR GOLD & DIAMONDS,Mumbai,12-18 Yrs,Public RelationsCorporate CommunicationCorporatePublicCommunication skillsRelationship,6 Days Ago,24-11-2024,"50,000-3 Lacs PA"
Customer Support (Contract) -Bengali Speaking & Malayalam Speaking,ITC,Bengaluru,0-4 Yrs,good communication skillsInbound Customer ServiceVoice ProcessInboundVoiceContractsCustomer supportProcess,1 Day Ago,24-11-2024,Not disclosed
India Foods_Technical Support Officer_B&FS_Mumbai,General Mills,Mumbai,3-4 Yrs,TrainingRetailSales StaffCookingTechnical ExpertChefHotel managementManagement,6 Days Ago,24-11-2024,Not disclosed
Service Level Coordinator,TVS Electronics,"Kochi, Hyderabad, Bengaluru",0 Yrs,Coordination SkillsCommunication SkillsMIS OperationsExcel Report PreparationCoordinationMISService levelReport preparation,2 Days Ago,24-11-2024,"50,000-2.25 Lacs PA"
MIS Executive || FMCG || 6 Days WFO || Bangalore - Hoskote Plant,Sunrise Job Consultancy,Bengaluru(Hoskote),1-6 Yrs,Mis ExcelMIS OperationsMIS ReportingManagement Information SystemExcel Report PreparationReport preparationInformation SystemExcel Reporting,5 Days Ago,24-11-2024,1.5-3.75 Lacs PA
Associate Infrastructure Engineer - Regional,General Mills,Mumbai,4-8 Yrs,Supply chainPrintingAutomationSAPWANLANCustomer serviceWindows,6 Days Ago,24-11-2024,Not disclosed
"AVP Business Development, Premium Cards",Hsbc,Mumbai,2-11 Yrs,UsageTime managementfinancial productsField salesRelationship buildingAnti money launderingSMSmicrosoft,5 Days Ago,24-11-2024,Not disclosed
Manager - Copy Writer,Croma,Mumbai(Andheri East),5-8 Yrs,IdeationCreative WritingScript WritingContent WritingContent Strategycopy writingProof ReadingConceptualization,6 Days Ago,24-11-2024,Not disclosed
General Manager Commercial,Club Mahindra,Mumbai Suburban,15-24 Yrs,Risk AssessmentCost ManagementCost ControlContract ManagementProjectCost PlanningGeneralCommercial management,2 Days Ago,24-11-2024,Not disclosed
Sr Project Administrator,Honeywell,"Greater Noida, Bengaluru",5-8 Yrs,Project AdministratorBusiness managementCustomer experienceAdministrationSRProjectManagementProject administration,12 Days Ago,24-11-2024,Not disclosed
Sr Advanced Application Engr,Honeywell,"Greater Noida, Bengaluru",3-12 Yrs,Computer scienceVMwareActive directoryInstrumentationLife sciencesTroubleshootingRemote supportTechnical support,13 Days Ago,24-11-2024,Not disclosed
VP - Institutional Sales Asset Management,Hsbc,Mumbai,10-12 Yrs,TrainingSalesWealth managementNetworkingMutual fundsAnti money launderingCustomer serviceAsset management,5 Days Ago,24-11-2024,Not disclosed
Lead Cyber Sec Archt/Engr,Honeywell,"Greater Noida, Bengaluru",10-17 Yrs,Product managementArchitectureCodingRisk assessmentOWASPAgileSecurity testingScrum,10 Days Ago,24-11-2024,Not disclosed
Store Executive - PAN INDIA,2coms,Bengaluru,0-5 Yrs,dispatchstockingcustomer servicestore keepinglogisticsretail salesinventorysales,1 Day Ago,24-11-2024,"50,000-2 Lacs PA"
Associate - Social Listening / ORM (Contract),ITC,Bengaluru,0-2 Yrs,social mediaDigital MediaDigitalORMMediaContractsSocial Listening,30+ Days Ago,24-11-2024,1.5-2.5 Lacs PA
User Happiness Ambassador,DECATHLON Sports,Bengaluru,0-2 Yrs,SupervisorComplianceCustomer retentionDatabaseCustomer complaintsCustomer experienceCRMComplaints,2 Days Ago,24-11-2024,Not disclosed
AM/DM - Packaging (Bangalore),ITC,Bengaluru,3-8 Yrs,Packaging ProcessesPackaging OperationsPackaging MaterialPackaging DevelopmentPackaging DesignPackaging solutionsFood ProcessingDm,9 Days Ago,24-11-2024,12-18 Lacs PA
Customer Care Executive - Bangalore Banaswadi & Devanahalli,Royaloak Incorporation,Bengaluru,3-5 Yrs,TelecallingBpo VoiceCallingBpo SalesCustomer careSalesVoiceBPO,3 Days Ago,24-11-2024,2-3.5 Lacs PA
Field sales executive,2coms,Hyderabad,0-5 Yrs,insurancebranch salesexecutionexcellenceschemelanguagesretail salessales process,2 Days Ago,24-11-2024,Not disclosed
E-commerce Sales Associate ( B2C and B2B ),S S Lifestyle,Bengaluru(Whitefield),0-1 Yrs,NegotiationB2C SalesSales And MarketingOnline SalesB2B SalesSales Funnel ManagementActive ListeningClosing Techniques - Leads,2 Days Ago,24-11-2024,2.5-4.5 Lacs PA
Area Retail Associate,Puma,Bengaluru,3-7 Yrs,Team ManagementRetail OutletTeam HandlingRetail SalesRegionalStore ManagementManagementRetail outlets,11 Days Ago,24-11-2024,Not disclosed
Female Housekeeping Manager - VVIP,2coms,Hyderabad,0-5 Yrs,vendor managementguest serviceadministrationcustomer servicefood packingb servicehousekeeping managementhousekeeping,2 Days Ago,24-11-2024,1-2 Lacs PA
HR Executive || WFO || Bangalore,Sunrise Job Consultancy,Bengaluru(Bellandur),1-6 Yrs,HR Generalist ActivitiesHR AdministrationHR OperationsOperationsHrsdWfoAdministrationGeneralist Activities,5 Days Ago,24-11-2024,2-6 Lacs PA
Senior Associate-Buying (Bodywear and Socks),Puma,Bengaluru,2-5 Yrs,BuyingApparel MerchandisingFootwearMerchandisingStakeholder ManagementApparelManagementSenior,10 Days Ago,24-11-2024,4.5-7 Lacs PA
Female Physiotherapist- VIBES Bangalore,VIBES,Bengaluru(Jayanagar +2),0-2 Yrs,MPTPhysiotherapyBptSlimming centrephysiotherapist,3 Days Ago,24-11-2024,2-3.75 Lacs PA
Resident Engineer,TVS Electronics,"Bangalore Rural, Chennai",1-4 Yrs,Laptop RepairWindows InstallationComputer HardwareHardware SupportOutlook ConfigurationLaptop SupportPrinter TroubleshootingInstallation,8 Days Ago,24-11-2024,Not disclosed
Area Sales Manager (Furniture Industry) || Bangalore/Tirupati/Kurnool,Area Sales Manager,"Tirupati, Kurnool, Bengaluru",4-9 Yrs,DealersChannel SalesDealer Channel ManagementDealer NetworkDistributorsDistribution ManagementDealer ManagementChannel Sales Management,4 Days Ago,24-11-2024,6-7 Lacs PA
Jobs For 10th/12th Pass Freshers,2coms,Hyderabad,0-5 Yrs,c,2 Days Ago,24-11-2024,Not disclosed
Banquets Sales Manager,Wonderla Holidays,Bangalore Rural,5-7 Yrs,Hospitality SalesHotel SalesBanquet SalesBanquetsSalesHotelHospitalityManagement,15 Days Ago,24-11-2024,6-8 Lacs PA
Sr. Manager - Legal,Featherlite,Bengaluru,5-10 Yrs,Legal DocumentationContract DraftingLitigation MattersLitigationContract ReviewDrafting AgreementsDocumentationDraft,7 Days Ago,24-11-2024,Not disclosed
Sr Finance Analyst,Honeywell,Bengaluru,8-16 Yrs,Analytical skillsSAPTime managementCost reductionFinancial AnalystCustomer experienceContinuous improvementIT operations,12 Days Ago,24-11-2024,Not disclosed
