roles,companies,locations,experience,skills,Dates,PresentDate,salary
Closing Manager | Residential Sales | Kothrud & NIBM,Lodha Group,Pune(Kothrud +1),6-11 Yrs,Real EstateResidential SalesTarget AchievementPressure HandlingResidentialProperty SalesConvincing PowerHousing,2 Days Ago,24-11-2024,6.5-14 Lacs PA
Associate Cost Controller,A.P. Moller Maersk,Hybrid - Pune,6-11 Yrs,Business FinanceBusiness ControllerBusiness ForecastingNegotiation with CompetitorsBusiness AnalystControllingFinancial Planning And AnalysisPTP,1 Day Ago,24-11-2024,Not disclosed
Assistant Manager - Purchase - Fabricated and Machined components,KSB,Pune(Shirwal),4-9 Yrs,ProcurementSAP MMFabricationMachiningGstSheet MetalPurchase managementManagement,2 Days Ago,24-11-2024,Not disclosed
Creative Content Intern,Delhivery,"Mumbai, Gurugram, Bengaluru",0 Yrs,Creative ContentPhotographySocial MediaVideographyMediaCreativeContent,9 Days Ago,24-11-2024,Not disclosed
We are hiring For Instrumentation Design Engineer Data Center- ELV,Jacobs,"Hyderabad, Gurugram, Mumbai (All Areas)",6-10 Yrs,InstrumentationData centerELVFire Alarm SystemAccess Control SystemCCTVIBMSInstrumentation Design,3 Days Ago,24-11-2024,Not disclosed
We are hiring For Project Control - Planning,Jacobs,"Hyderabad, Gurugram, Mumbai (All Areas)",8-13 Yrs,Project ControlData centerPlanningEPCMCost ControlPMCEPCScheduling,3 Days Ago,24-11-2024,Not disclosed
Senior/Lead Transport Planner (Highways),Jacobs,"Hybrid - Hyderabad, Bengaluru, Mumbai (All Areas)",9-14 Yrs,Transportation PlanningTransportation EngineeringsaturnlegionHighwaysaimsunSynchrovisum,3 Days Ago,24-11-2024,Not disclosed
Distribution Business Development,A.P. Moller Maersk,"Mumbai, Navi Mumbai, Bengaluru",7-12 Yrs,SalesWarehouse SalesTransport OperationsContract Logistics3PlDistributionTransportationTransportation Operations,4 Days Ago,24-11-2024,Not disclosed
Biomedical Engineer,Larsen & Toubro (L&T),"Mumbai, Rewari, Patna",4-8 Yrs,Biomedical EngineeringHospitalBiomedicalMedical EquipmentEngineeringMedicalEquipment,4 Days Ago,24-11-2024,Not disclosed
Customer Experience Consultant - SCM,A.P. Moller Maersk,"Mumbai, Gurugram",5-10 Yrs,Customer ServiceCustomer ExperienceCase ManagementSupply Chain ManagementCustomer SupportQuery ResolutionConsultingSCM,3 Days Ago,24-11-2024,Not disclosed
Mep Engineer,IRCLASS Systems and Solutions,"Mumbai Suburban, Mumbai (All Areas)",5-10 Yrs,hVACBOQBuildingsMEPHigh Rise BuildingResidentialCommercial BuildingsHigh Rise,25 Days Ago,24-11-2024,Not disclosed
Purchase Executive - Shipping - Govandi - Mumbai,Executive Ship Management (ESM),"Mumbai(Govandi East), Navi Mumbai",2-7 Yrs,PurchasePurchase RequisitionShippingStockQuotationProcurementInvoice ProcessingPurchase Order,2 Days Ago,24-11-2024,3-6 Lacs PA
Assistant Manager - Company Secretary,Greenline Mobility Solutions (Essar Group),Mumbai,1-4 Yrs,Companies ActComplianceCorporate GovernanceSustainabilityESGCapital StructuringERMAct,3 Days Ago,24-11-2024,4.5-6.5 Lacs PA
Executive - Internal Auditor Corporate,Larsen & Toubro (L&T),Mumbai,0-2 Yrs,Internal AuditRisk AdvisoryInternal ControlExternal AuditProject auditRisk Based AuditsAuditingAdvisory,8 Days Ago,24-11-2024,Not disclosed
Account Assistant,Milton Developers,"Mumbai, NARIMAN POT",2-3 Yrs,Accountingtdsbalance sheetbank reconciliationincome taxtallytaxationdata entry,1 Day Ago,24-11-2024,Not disclosed
Analyst II Trade Compliance,Beckman Coulter India Pvt Ltd,Mumbai,3-7 Yrs,Supply chainData analysisDiagnosticstrade compliancebusiness case developmentHealthcareAnalyst IIOperations,1 Day Ago,24-11-2024,Not disclosed
Regional Taxation Manager,Emirates,Mumbai,7-10 Yrs,remediationFinancial reportingSenior managementTransfer pricingVATTaxationIndirect taxationCorporate taxation,1 Day Ago,24-11-2024,Not disclosed
CUSTOMER SALES & SERVICE AGENT I,Emirates,Mumbai,1-11 Yrs,LegalCustomer Sales Service AgentCustomer serviceSalesConsumer SalesSales Service,1 Day Ago,24-11-2024,Not disclosed
3DEXPERIENCE Platform Infrastructure Architect,Indian Register of Shipping,Mumbai(Powai),2-4 Yrs,3DexperienceInfrastructure ArchitectureCATIAPLMInfrastructureArchitecture,1 Day Ago,24-11-2024,Not disclosed
3DEXPERIENCE CATIA Expert,Indian Register of Shipping,Mumbai(Powai),2-4 Yrs,CATIA3DexperienceCaa,1 Day Ago,24-11-2024,Not disclosed
3DEXPERIENCE Simulia Expert,Indian Register of Shipping,Mumbai(Powai),2-5 Yrs,3DexperienceSimulationFinite Element AnalysisFEAAnalysis,1 Day Ago,24-11-2024,Not disclosed
Technical Writer I,Panasonic,Mumbai,0-3 Yrs,Interpersonal skillsAircraft maintenancePublishingProject managementCustomer serviceApplication softwareOperationsGraphic tools,2 Days Ago,24-11-2024,Not disclosed
Lead - Regulatory Clearances,Adani Power (APL),Mumbai,20-25 Yrs,ArchitectureCivil engineeringClearingCivilEngineeringRegulatoryLeadership,2 Days Ago,24-11-2024,Not disclosed
Lead Safety,Adani Power (APL),Mumbai,20-25 Yrs,Project developmentAdministrationConstructionSenior managementComplianceSafety trainingConstruction engineeringProject planning,2 Days Ago,24-11-2024,Not disclosed
Manager Service Procurement,Mahindra Susten Private Limited,Mumbai,2-9 Yrs,ProcurementSite managementTransmission lineClaimsContract managementTurbineRate analysisTechno-commercial,2 Days Ago,24-11-2024,Not disclosed
Project Manager,Mahindra Susten Private Limited,Mumbai,10-15 Yrs,PMPManager Quality AssuranceSAPTeam managementRenewable energyProcess improvementManager Quality ControlMSP,2 Days Ago,24-11-2024,Not disclosed
Project Manager Wind,Mahindra Susten Private Limited,Mumbai,10-15 Yrs,Manager Quality AssuranceTeam managementRenewable energyProcess improvementProject managementEngineering project managementManager Quality ControlManagement,2 Days Ago,24-11-2024,Not disclosed
Site Lead HSE,Mahindra Susten Private Limited,Mumbai,5-7 Yrs,Waste managementSite managementIndustrial safetyHSE managementEnvironmental scienceISO 14001HSEPCM,2 Days Ago,24-11-2024,Not disclosed
Electrical Engineer,Mahindra Susten Private Limited,Mumbai,1-6 Yrs,Electrical engineeringElectrical designManager Quality AssuranceRenewable energyComplianceReconciliationElectrical LeadManager Quality Control,2 Days Ago,24-11-2024,Not disclosed
Asst. Manager / Deputy Manager : Legal,Mahindra Susten Private Limited,Mumbai,4-6 Yrs,ProcurementDue diligenceDeputy Manager LegalMOUSRenewable energyLabour lawsMISLitigation support,2 Days Ago,24-11-2024,Not disclosed
Civil Lead,Mahindra Susten Private Limited,Mumbai,3-7 Yrs,Data analysisManager Quality AssuranceRenewable energyDesign reviewProject managementInfrastructure developmentwind energyManager Quality Control,2 Days Ago,24-11-2024,Not disclosed
Planning Engineer,Mahindra Susten Private Limited,Mumbai,1-8 Yrs,ProcurementPMPRenewable energyAnalyticalResource allocationSchedulingResource managementRisk management,2 Days Ago,24-11-2024,Not disclosed
Electrical Lead,Mahindra Susten Private Limited,Mumbai,3-7 Yrs,Electrical engineeringConstructionElectrical designManager Quality AssuranceRenewable energyComplianceElectrical LeadManager Quality Control,2 Days Ago,24-11-2024,Not disclosed
Civil Engineer,Mahindra Susten Private Limited,Mumbai,4-15 Yrs,Data analysisManager Quality AssuranceRenewable energyComplianceReconciliationData collectionQuantity surveyingManager Quality Control,2 Days Ago,24-11-2024,Not disclosed
Planning Manager Wind,Mahindra Susten Private Limited,Mumbai,5-9 Yrs,ProcurementRenewable energyProject managementAnalyticalResource allocationSchedulingResource managementRisk management,2 Days Ago,24-11-2024,Not disclosed
Asst. Manager / Deputy Manager : Electrical,Mahindra Susten Private Limited,Mumbai,1-2 Yrs,RTCSAP ERPRenewable energyERP systemTime managementMISEPCRFQ,2 Days Ago,24-11-2024,Not disclosed
Customer Experience Agent - Ocean,Maersk Global Service Centres India,Mumbai,1-5 Yrs,Relationship managementTrainingoperational supportAdministration StaffChannel managementCustomer experienceOperationsSupervision,2 Days Ago,24-11-2024,Not disclosed
Assistant Category Manager - Technology Procurement,Maersk Global Service Centres India,Mumbai,5-6 Yrs,IT servicesManaged servicesContract managementProject managementAnalyticalStrategic sourcingcxoRFP,2 Days Ago,24-11-2024,Not disclosed
Solutions Manager,Maersk Global Service Centres India,Mumbai,4-8 Yrs,TranslationSalesFinancial projectionsProject managementAnalyticalResource deploymentFMCGBusiness case,2 Days Ago,24-11-2024,Not disclosed
Assistant Manager - Digital Marketing,Adani Power (APL),Mumbai,5-15 Yrs,Google AnalyticsSocial mediaPresalesBrand awarenessdigital strategySEMSEODigital marketing,2 Days Ago,24-11-2024,Not disclosed
Lead HVAC,Adani Power (APL),Mumbai,15-20 Yrs,HVACAviationSystem designTroubleshootingRefrigerationOperationsHVAC systemPerformance improvement,2 Days Ago,24-11-2024,Not disclosed
Assistant Manager - CRM,Adani Power (APL),Mumbai,4-10 Yrs,Business administrationSalesExecutiveAssistant Manager CRMCustomer satisfactionCustomer retentionCustomer experienceNew business development,2 Days Ago,24-11-2024,Not disclosed
Billing Manager,Adani Power (APL),Mumbai,10-12 Yrs,CostingDispute resolutionAutoCADconstruction materialBillingReconciliationMSPMS Office,2 Days Ago,24-11-2024,Not disclosed
Manager BIM,Adani Power (APL),Mumbai,5-9 Yrs,NavisworksConstructionISOAutoCADBimmodel developmentREVITAutodesk,2 Days Ago,24-11-2024,Not disclosed
Assistant Manager - Commercial Sales,Adani Power (APL),Mumbai,4-7 Yrs,Business administrationSales strategySalesComplianceAssistant Manager CommercialReal estate marketingcommercial salescommercial real estate,2 Days Ago,24-11-2024,Not disclosed
Lead - Airside Civil,Adani Power (APL),Mumbai,10-12 Yrs,OPEXAssuranceConstructionAviationFocusResource allocationManager Quality ControlAsset management,3 Days Ago,24-11-2024,Not disclosed
Design Architect,Adani Power (APL),Mumbai,10-18 Yrs,PMPQuality standardsConstructionArchitectureComplianceProject managementConstruction engineeringRegulatory affairs,3 Days Ago,24-11-2024,Not disclosed
Assistant Manager - Project MEP,Adani Power (APL),Mumbai,6-10 Yrs,CivilArchitectureMEPMonitoringMEP coordinationManagementAssistanceProject,3 Days Ago,24-11-2024,Not disclosed
Sr. Specialist-Digital Delivery Excellence,Maersk Global Service Centres India,Mumbai,3-5 Yrs,ProcurementProcess automationData analysisBiddingOperational excellenceRFXAnalyticalProcess improvement,3 Days Ago,24-11-2024,Not disclosed
Chartering operation manager,Maersk Global Service Centres India,Mumbai,4-8 Yrs,ProcurementClaimsPerformance managementData managementProject managementStakeholder managementContinuous improvementOperations,3 Days Ago,24-11-2024,Not disclosed
Ordinary Seaman (SF),Maersk Global Service Centres India,Mumbai,6-8 Yrs,HousekeepingSSPcargo operationsComplianceRisk assessmentLegalSupervisionAssessment,3 Days Ago,24-11-2024,Not disclosed
Coastal Fulfilment Lead,Maersk Global Service Centres India,Mumbai,8-14 Yrs,Capacity managementCargoExport importLegalSystem designSchedulingStakeholder managementCost,3 Days Ago,24-11-2024,Not disclosed
MPL Operations Associate,Maersk Global Service Centres India,Mumbai,1-6 Yrs,Associate OperationsComplianceProject operationsProject coordinationLogistics operationsOperationsMonitoringLogistics,3 Days Ago,24-11-2024,Not disclosed
Process Expert,Maersk Global Service Centres India,"Mumbai, Navi Mumbai",2-4 Yrs,AutomationSAPCostingAccountingFinanceProcess ExpertSCMOperations,3 Days Ago,24-11-2024,Not disclosed
Execution Manager Air,Maersk Global Service Centres India,"Mumbai, Navi Mumbai",10-19 Yrs,Front officeBusiness analyticsEmployee engagementAir freightCustomer experienceBusiness process managementFreight forwardingContinuous improvement,3 Days Ago,24-11-2024,Not disclosed
Senior Process Expert,Maersk Global Service Centres India,"Mumbai, Navi Mumbai",2-4 Yrs,AutomationSAPCostingAccountingLegalProcess ExpertSCMOperations,3 Days Ago,24-11-2024,Not disclosed
Finance Business Partner,Maersk Global Service Centres India,Mumbai,5-18 Yrs,Supply chainCustomer profitabilitySalesPerformance managementFinanceLegalManagementDownstream,3 Days Ago,24-11-2024,Not disclosed
Area Finance Compliance Controller,Maersk Global Service Centres India,Mumbai,10-19 Yrs,HousekeepingEstate managementCorporate governanceNetworkingCompliancecorporate real estateLegalBanking,3 Days Ago,24-11-2024,Not disclosed
NEC One Team CX & MbM Processes Lead,Maersk Global Service Centres India,"Mumbai, Navi Mumbai",3-6 Yrs,global operationsChange managementAutomationOperational excellenceProcess improvementSuccession planningCustomer serviceFMCG,3 Days Ago,24-11-2024,Not disclosed
Assistant Electrical project manager,Maersk Global Service Centres India,Mumbai,4-8 Yrs,ProcurementAutomationPMPTechnical managementNetworkingMaritimeProject managementElectrical Superintendent,3 Days Ago,24-11-2024,Not disclosed
Electrician Engineer (SF),Maersk Global Service Centres India,Mumbai,2-5 Yrs,Diversity and InclusionLegalElectricalsElectrical worksSF6Electrical engineering,3 Days Ago,24-11-2024,Not disclosed
Specialist - SCM Disputes,Maersk Global Service Centres India,"Mumbai, Navi Mumbai",9-10 Yrs,ProcurementFront officeSAPDispute resolutionExcelAnalyticalSupply chain operationsSCM,3 Days Ago,24-11-2024,Not disclosed
Growth Enablement Lead,Maersk Global Service Centres India,Mumbai,3-7 Yrs,TrainingAction planProject managementsales enablementLegalCustomer supportManagementOperations,3 Days Ago,24-11-2024,Not disclosed
Claims Adjuster,Maersk Global Service Centres India,Mumbai,7-10 Yrs,Loss preventionCargoFront deskClaimsMaritimeLegalData qualityManagement,3 Days Ago,24-11-2024,Not disclosed
Customer Experience Partner - SCM-4,Maersk Global Service Centres India,Mumbai,2-3 Yrs,LegalCross functional coordinationCustomer serviceCustomer experienceManagementSCMLogisticsFunctional,3 Days Ago,24-11-2024,Not disclosed
Fourth Engineer,Maersk Global Service Centres India,Mumbai,2-4 Yrs,TrainingCargoProject managementLegalManagementSupervisionProject,3 Days Ago,24-11-2024,Not disclosed
Fitter - Container (SF),Maersk Global Service Centres India,Mumbai,3-6 Yrs,Environmental impact assessmentComplianceRisk assessmentLegalSupervisionRiskContainerImpact,3 Days Ago,24-11-2024,Not disclosed
Third Engineer (SF),Maersk Global Service Centres India,Mumbai,3-5 Yrs,Breakdown maintenanceSpare partsChemicalComplianceLegalEnvironment protectionSupervisionPart,3 Days Ago,24-11-2024,Not disclosed
Sr. Specialist - Red Sea Disputes,Maersk Global Service Centres India,"Mumbai, Navi Mumbai",6-16 Yrs,Analytical skillsOperational excellenceCustomer satisfactionStandard operating proceduresCustomer supportCustomer experienceManagementStakeholder management,3 Days Ago,24-11-2024,Not disclosed
Finops Team Manager,Maersk Global Service Centres India,Mumbai,3-10 Yrs,global operationsLegalSAILBudgetingStakeholder managementBusiness partneringOperationsLogistics,3 Days Ago,24-11-2024,Not disclosed
Area Finance Transformation Lead,Maersk Global Service Centres India,Mumbai,6-9 Yrs,TrainingBusiness improvementERPInterpersonal skillsProject managementAnalyticalLegalStakeholder management,3 Days Ago,24-11-2024,Not disclosed
Second Cook (SF),Maersk Global Service Centres India,Mumbai,3-6 Yrs,Stock controlPurchaseNutritionChief CookDiversity and InclusionLegalCookBudgetary control,3 Days Ago,24-11-2024,Not disclosed
Specialist,Maersk Global Service Centres India,"Mumbai, Navi Mumbai",5-14 Yrs,Relationship managementTrainingoperational supportAdministration StaffChannel managementCustomer experienceOperationsSupervision,3 Days Ago,24-11-2024,Not disclosed
Specialist,Maersk Global Service Centres India,"Mumbai, Navi Mumbai",2-4 Yrs,Service deliveryglobal operationsAccount managementCustomer supportManagementMS OfficeSales supportLogistics,3 Days Ago,24-11-2024,Not disclosed
Wiper-Container (SF),Maersk Global Service Centres India,Mumbai,3-5 Yrs,HousekeepingComplianceLegalMonitoringSF6,3 Days Ago,24-11-2024,Not disclosed
Process expert,Maersk Global Service Centres India,"Mumbai, Navi Mumbai",1-11 Yrs,Sales administrationTranslationSalesLegalProcess ExpertSales supportAdministrationProcess,3 Days Ago,24-11-2024,Not disclosed
MPL Operations Associate,Maersk Global Service Centres India,Mumbai,1-6 Yrs,Relationship managementAssociate Operationsoperational supportAdministration StaffLegalChannel managementCustomer experienceOperations,3 Days Ago,24-11-2024,Not disclosed
Customer Experience Partner-SCM,Maersk Global Service Centres India,Mumbai,5-12 Yrs,Relationship managementoperational supportAdministration StaffChannel managementCustomer experienceSCMOperationsSupervision,3 Days Ago,24-11-2024,Not disclosed
Regional Implementation Excellence & Governance Manager,Maersk Global Service Centres India,Mumbai,8-11 Yrs,ProcurementPMPProject managementVisioResource managementContinuous improvementStakeholder managementOperations,3 Days Ago,24-11-2024,Not disclosed
Incident Advisor,Maersk Global Service Centres India,Mumbai,4-14 Yrs,operational supportClaimsCostingDispute resolutionFinancial reportingAnalyticalIncident managementManagement,3 Days Ago,24-11-2024,Not disclosed
Senior Specialist,Maersk Global Service Centres India,"Mumbai, Navi Mumbai",6-16 Yrs,global operationsService deliveryContract managementAccount managementCustomer supportMS OfficeSales supportLogistics,3 Days Ago,24-11-2024,Not disclosed
Specialist - HSUD Disputes,Maersk Global Service Centres India,"Mumbai, Navi Mumbai",5-14 Yrs,Analytical skillsService deliveryDispute resolutionCustomer satisfactionStandard operating proceduresLegalStakeholder managementLogistics,3 Days Ago,24-11-2024,Not disclosed
Second Engineer (SF),Maersk Global Service Centres India,Mumbai,3-6 Yrs,ChemicalISO 14001LegalFlexInventory managementEnvironment protectionMonitoringSupervision,3 Days Ago,24-11-2024,Not disclosed
Sr. Specialist - Red Sea Disputes,Maersk Global Service Centres India,"Mumbai, Navi Mumbai",6-16 Yrs,global operationsDispute resolutionSalesAnalyticalLegalCustomer experienceManagementStakeholder management,3 Days Ago,24-11-2024,Not disclosed
Process Expert,Maersk Global Service Centres India,"Mumbai, Navi Mumbai",2-4 Yrs,AutomationCostingSAPAccountingBillingEmployee engagementSCMVariance analysis,3 Days Ago,24-11-2024,Not disclosed
Associate Officer - E&M,Adani Power (APL),Mumbai,2-5 Yrs,vehicle maintenanceBreakdown maintenanceSAPSpecial purpose machinesInsurance claimsHydraulicsPressure vesselsMaintenance engineering,3 Days Ago,24-11-2024,Not disclosed
Manager Infrastructure,Adani Power (APL),Mumbai,8-15 Yrs,ProcurementEngineering servicesAdministrationTeam managementProject managementCost estimationManagementBudgeting,3 Days Ago,24-11-2024,Not disclosed
Lead BIM,Adani Power (APL),Mumbai,5-9 Yrs,NavisworksConstructionISOAutoCADBimmodel developmentREVITAutodesk,3 Days Ago,24-11-2024,Not disclosed
Incharge AGL (E&M),Adani Power (APL),Mumbai,4-9 Yrs,Engineering servicesElectrical engineeringService levelContract managementMaster planningCost managementRegulatory complianceOperations,3 Days Ago,24-11-2024,Not disclosed
