roles,companies,locations,experience,skills,salary,industry,experience_cleaned,min_experience,max_experience,min_salary,max_salary,is_salary_disclosed,avg_salary,days_ago,posting_date,job_age_days,seniority_level,is_remote,is_high_salary
solution specialist,Nokia,Chennai,4-7 Yrs,JavaVMwaresoftware developmentDesign PatternsJ2EESVNTest Driven DevelopmentWeb services,Not disclosed,Technology,4-7,4,7,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
tech junior,Dneg,Bengaluru,1-3 Yrs,customer serviceticketing systemHoudiniOSXMayaOS installationTicketing ToolsSystem,Not disclosed,Technology,1-3,1,3,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Entry,False,False
ai ml data engineer,Nokia,Bengaluru,4-9 Yrs,AI/MLcloudApache Airflowembedded systemsPostgreSQLwirelessML frameworksETL,Not disclosed,Technology,4-9,4,9,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Mid,False,False
test architect,Nokia,Bengaluru,9-14 Yrs,C++automation frameworkjavaautomation testingdevice driverslinuxfosstest design,Not disclosed,Technology,9-14,9,14,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
tech lead,Nokia,Bengaluru,6-10 Yrs,Javac++software developmentdevice driverslinuxgrpcmicroservicesDrives,Not disclosed,Technology,6-10,6,10,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Mid,False,False
senior engineer specialist ui/ux,Verizon,Hyderabad,4-9 Yrs,FigmareduxRollupES5ES6ajaxjestSDLC Process,Not disclosed,Technology,4-9,4,9,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
senior engineer specialist ui/ux,Verizon,Chennai,4-9 Yrs,FigmareduxRollupES5ES6ajaxjestSDLC Process,Not disclosed,Technology,4-9,4,9,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
principal engineer  frontend,Verizon,Hyderabad,4-9 Yrs,HTMLCSSjQueryJavaScriptBootstrapAEMUI frameworkAgile Development,Not disclosed,Technology,4-9,4,9,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
principal engineer  frontend,Verizon,Chennai,4-9 Yrs,HTMLCSSjQueryJavaScriptBootstrapAEMUI frameworkAgile Development,Not disclosed,Technology,4-9,4,9,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
engineer iii consultant  frontend,Verizon,Hyderabad,4-8 Yrs,HTMLCSSjQueryGitJavaScriptBootstrapAEMUI framework,Not disclosed,Technology,4-8,4,8,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
engineer iii consultant  frontend,Verizon,Chennai,4-8 Yrs,HTMLCSSjQueryGitJavaScriptBootstrapAEMUI framework,Not disclosed,Technology,4-8,4,8,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
senior engineering consultant full stack,Verizon,Hyderabad,4-9 Yrs,Java developmentDevOpsautomationdatabase programmingCassandraAgileservice-oriented architecturedatabase architecture,Not disclosed,Technology,4-9,4,9,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
